film,scene_name,character,dialogue,dialogue_cleaned,location
The Fellowship of the Ring,Isildur's Bane is Found,Gandalf,"'The Year thirty-four thirty-four of the Second Age. Here follows the account of Isildur, High King of Gondor and the finding of the Ring of Power.'",year thirtyfour thirtyfour second age follows account isildur high king gondor finding ring power,1174.8 652
The Fellowship of the Ring,Isildur's Bane is Found,Gandalf,"'It has come to me, the One Ring. It shall be an heirloom of my kingdom. All those who follow in my bloodline shall be bound to its fate for I will risk no hurt to the Ring. It is precious to me, though I buy it with great pain.' 'The markings upon the band begin to fade. The writing, which at first was as clear as red flame, has all but disappeared. A secret now that only fire can tell.'",come one ring shall heirloom kingdom follow bloodline shall bound fate risk hurt ring precious though buy great pain marking upon band begin fade writing first clear red flame disappeared secret fire tell,1174.8 652
The Fellowship of the Ring,Isildur's Bane is Found,Black Rider,Shire. Baggins.,shire baggins,
The Fellowship of the Ring,Isildur's Bane is Found,Hobbit,"Baggins. There's no Bagginses 'round here! They're up in Hobbiton, that way!",baggins there bagginses round theyre hobbiton way,
The Fellowship of the Ring,Isildur's Bane is Found,First Hobbit,"There's been some strange folk crossing the Shire. Dwarves, and others of a less than savoury nature.",there strange folk crossing shire dwarf others less savoury nature,
The Fellowship of the Ring,Isildur's Bane is Found,Gaffer,War is brewing. The mountains are fair teeming with goblins.,war brewing mountain fair teeming goblin,
The Fellowship of the Ring,Isildur's Bane is Found,Second Hobbit,"Far-off tales and children's stories, that's all that is. You're beginning to sound like that old Bilbo Baggins. Cracked, he was.",faroff tale childrens story thats youre beginning sound like old bilbo baggins cracked,
The Fellowship of the Ring,Isildur's Bane is Found,Gaffer,"Young Mister Frodo, here, he's cracking! (Laughs)",young mister frodo he cracking laugh,
The Fellowship of the Ring,Isildur's Bane is Found,Frodo,"And proud of it! Cheers, Gaffer!",proud cheer gaffer,692.4 279
The Fellowship of the Ring,Isildur's Bane is Found,Second Hobbit,"Well, it's none of our concern what goes on beyond our borders. Keep your nose out of trouble, and no trouble'll come to you.",well none concern go beyond border keep nose trouble troublell come,
The Fellowship of the Ring,Isildur's Bane is Found,Rosie,"Goodnight, lads.",goodnight lad,
The Fellowship of the Ring,Isildur's Bane is Found,Sam,Goodnight.,goodnight,692.4 279
The Fellowship of the Ring,Isildur's Bane is Found,Intoxicated Hobbit,"Goodnight, sweet maiden of the Golden Ale!",goodnight sweet maiden golden ale,
The Fellowship of the Ring,Isildur's Bane is Found,Sam,Mind who you're sweet talking.,mind youre sweet talking,692.4 279
The Fellowship of the Ring,Isildur's Bane is Found,Frodo,"Don't worry, Sam. Rosie knows an idiot when she sees one.",dont worry sam rosie know idiot see one,692.4 279
The Fellowship of the Ring,Isildur's Bane is Found,Sam,Does she?,,692.4 279
The Fellowship of the Ring,Isildur's Bane is Found,Frodo,Goodnight Sam.,goodnight sam,692.4 279
The Fellowship of the Ring,Isildur's Bane is Found,Sam,"Goodnight, Mister Frodo.",goodnight mister frodo,692.4 279
The Fellowship of the Ring,Isildur's Bane is Found,Gandalf,Is it secret?! Is it safe?!,secret safe,692.4 279
The Fellowship of the Ring,Isildur's Bane is Found,Frodo,Ah!,ah,692.4 279
The Fellowship of the Ring,Isildur's Bane is Found,Frodo,What are you doing?!,,692.4 279
The Fellowship of the Ring,Isildur's Bane is Found,Gandalf,"Hold out your hand Frodo, it's quite cool.",hold hand frodo quite cool,692.4 279
The Fellowship of the Ring,Isildur's Bane is Found,Gandalf,What can you see? Can you see anything?,see see anything,692.4 279
The Fellowship of the Ring,Isildur's Bane is Found,Frodo,Nothing. There's nothing...,nothing there nothing,692.4 279
The Fellowship of the Ring,Isildur's Bane is Found,Frodo,Wait. There are markings.,wait marking,692.4 279
The Fellowship of the Ring,Isildur's Bane is Found,Frodo,It's some form of Elvish. I can't read it.,form elvish cant read,692.4 279
The Fellowship of the Ring,Isildur's Bane is Found,Gandalf,"There are few who can. The language is that of Mordor, which I will not utter here.",language mordor utter,692.4 279
The Fellowship of the Ring,Isildur's Bane is Found,Frodo,Mordor?,mordor,692.4 279
The Fellowship of the Ring,Isildur's Bane is Found,Gandalf,"In the common tongue it says, 'One Ring to rule them all, One Ring to find them. One Ring to bring them all and in the darkness bind them.'",common tongue say one ring rule one ring find one ring bring darkness bind,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,This is the One Ring. Forged by the Dark Lord Sauron in the fires of Mount Doom. Taken by Isildur from the hand of Sauron himself.,one ring forged dark lord sauron fire mount doom taken isildur hand sauron,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Frodo,Bilbo found it. In Gollum's cave.,bilbo found gollums cave,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,"Yes. For sixty years the Ring lay quiet in Bilbo's keeping, prolonging his life, delaying old age. But no longer Frodo. Evil is stirring in Mordor. The Ring has awoken. It's heard its master's call.",yes sixty year ring lay quiet bilbos keeping prolonging life delaying old age longer frodo evil stirring mordor ring awoken heard master call,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Frodo,But he was destroyed! Sauron was destroyed.,destroyed sauron destroyed,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,"No, Frodo. The spirit of Sauron endured. His life force is bound to the Ring, and the Ring survived. Sauron has returned. His Orcs have multiplied. His fortress at Barad-Dûr is rebuilt in the land of Mordor. Sauron needs only this Ring to cover all the lands of a second darkness.",frodo spirit sauron endured life force bound ring ring survived sauron returned orcs multiplied fortress baraddûr rebuilt land mordor sauron need ring cover land second darkness,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,"He is seeking it, seeking it - all his thought is bent on it. The Ring yearns above all else to return to the hand of its master. They are one, the Ring and the Dark Lord. Frodo, he must never find it.",seeking seeking thought bent ring yearns else return hand master one ring dark lord frodo must never find,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Frodo,"All right, we put it away. We keep it hidden. We never speak of it again. No one knows it's here, do they? Do they Gandalf?",right put away keep hidden never speak one know gandalf,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,There is one other who knew that Bilbo had the Ring. I looked everywhere for the creature Gollum. But the enemy found him first.,one knew bilbo ring looked everywhere creature gollum enemy found first,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,"I don't know how long they tortured him. But amidst the endless screams and inane babble, they discerned two words...",dont know long tortured amidst endless scream inane babble discerned two word,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gollum,Shire! Baggins!,shire baggins,
The Fellowship of the Ring,The Shadow of the Past,Frodo,Shire. Baggins. But that would lead them here!,shire baggins would lead,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Hobbit,Who goes there?,go,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Frodo,Take it Gandalf! Take it!,take gandalf take,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,"No, Frodo.",frodo,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Frodo,You must take it!,must take,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,You cannot offer me this Ring!,offer ring,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Frodo,I'm giving it to you!,im giving,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,"Don'ttemptme Frodo! I dare not take it. Not even to keep it safe. Understand Frodo, I would use this Ring from a desire to do good. Butthroughme, it would wield a power too great and terrible to imagine.",donttemptme frodo dare take even keep safe understand frodo would use ring desire good butthroughme would wield power great terrible imagine,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Frodo,But it cannot stay in the Shire!,stay shire,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,"No! No, it can't.",cant,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Frodo,What must I do?,must,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,"You must leave, and leave quickly.",must leave leave quickly,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Frodo,Where? Where do I go?,go,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,Get out of the Shire. Make for the village Bree.,get shire make village bree,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Frodo,Bree. What about you?,bree,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,"I'll be waiting for you, at the Inn of the Prancing Pony.",ill waiting inn prancing pony,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Frodo,And the Ring will be safe there?,ring safe,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,"I don't know Frodo. I don't have any answers. I must see the head of my order. He is both wise and powerful. Trust me Frodo, he'll know what to do.",dont know frodo dont answer must see head order wise powerful trust frodo hell know,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,"You'll have to leave the name of Baggins behind you, for that name is not safe outside the Shire.",youll leave name baggins behind name safe outside shire,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,Travel only by day. And stay off the road.,travel day stay road,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Frodo,I can cut across country easily enough.,cut across country easily enough,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,"My dear Frodo. Hobbits really are amazing creatures! You can learn all that there is to know about their ways in a month, and yet after a hundred years, they can still surprise you.",dear frodo hobbit really amazing creature learn know way month yet hundred year still surprise,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,Get down!,get,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,Confound it all Samwise Gamgee! Have you been eavesdropping?!,confound samwise gamgee eavesdropping,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Sam,"I haven't dropped no eaves sir, honest. I was just cutting the grass under the window there, if you follow me.",havent dropped eaves sir honest cutting grass window follow,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,"A little late for trimming the verge, don't you think?",little late trimming verge dont think,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Sam,I heard raised voices.,heard raised voice,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,What did you hear? Speak!,hear speak,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Sam,"N-n-n-nothing important. That is I heard a good deal about a Ring and a Dark Lord and something about the end of the world but... Please, Mister Gandalf sir, don't hurt me. Don't turn me into anythin' - unnatural.",nnnnothing important heard good deal ring dark lord something end world please mister gandalf sir dont hurt dont turn anythin unnatural,692.4 279
The Fellowship of the Ring,The Shadow of the Past,Gandalf,Noooo? Perhaps not. I have thought of a better use for you...,noooo perhaps thought better use,692.4 279
The Fellowship of the Ring,The Passing of the Elves,Gandalf,"Come along Samwise, keep up!",come along samwise keep,683 296
The Fellowship of the Ring,The Passing of the Elves,Gandalf,"Be careful both of you. The enemy has many spies in his service: birds, beasts. Is it safe?",careful enemy many spy service bird beast safe,683 296
The Fellowship of the Ring,The Passing of the Elves,Gandalf,"Never put it on, for the agents of the Dark Lord will be drawn to its power.",never put agent dark lord drawn power,683 296
The Fellowship of the Ring,The Passing of the Elves,Gandalf,"Always remember, Frodo, the Ring is trying to get back to its master. It wants to be found.",always remember frodo ring trying get back master want found,683 296
The Fellowship of the Ring,The Passing of the Elves,Sam,This is it.,,694 311.5
The Fellowship of the Ring,The Passing of the Elves,Frodo,This is what?,,694 311.5
